text,label
"[FINISHED] Crowd Power – building the evidence base on how crowdfunding for energy access can support economic, social and environmental development objectives in sub-Saharan Africa and Asia.",Related to climate
"[FINISHED] Crowd Power – building the evidence base on how crowdfunding for energy access can support economic, social and environmental development objectives in sub-Saharan Africa and Asia. Research",Related to climate
[FINISHED] DSTL - Defence Science and Technology Laboratory  - Innovative Partnerships - Autonomous Last Mile Re-Supply Phase 2 (ALMRS P2),Related to climate
[FINISHED] Innovating For Climate Resilience Fund in ASEAN markets,Related to climate
1st Promissory Note - Environmental Transformation Fund,Related to climate
2nd Promissory Note - Environmental Transformation Fund,Related to climate
3rd Promissory Note - Environmental Transformation Fund,Related to climate
"A contract with the World Health Organisation (WHO) / United Nations Development Programme (UNDP) to measure the health benefits of moving from cooking on polluting open fires e.g. wood to cleaner energy e.g. improved stoves, electricity or gas",Related to climate
A study on the Potential Use of Compressed Natural Gas in Public Transport in Indonesia,Related to climate
A study to 'Understanding Willingness to Pay for Energy Access in India' conducted by TERI,Related to climate
"AATF Will Facilitate Public-Private Partnerships for the Transfer, Development, Production and Deployment of Agricultural Technology. AATF Works Closely With African Farmers, Scientists, Businesses, NGOS to Identify Needs of Poor Farmers",Related to climate
"Accelerating Forest Tenure, Policy and Market Reforms",Related to climate
Accelerating Reforms in Forest Tenure and Governance to meet Priority Global Challenges,Related to climate
Accelerating Reforms in Forest Tenure and Governance to Meet Priority Global Challenges (2011 onwards),Related to climate
Access to Finance Rwanda phase II (ICF 25%),Related to climate
Accountable Grant AG4549: POLICY RESEARCH CONSULTATION AND COMMUNICATION IN THE CONTROL OF ILLEGAL LOGGING AND INTERNATIONAL TRADE IN ILLEGALLY LOGGED TIMBER,Related to climate
Accountable Grant AG4713: BUILDING MULTI STAKEHOLDER COALITIONS IN CENTRAL WEST AFRICA AND CHINA,Related to climate
Accountable Grant AG4720: FACILITATE LEGAL AND SUSTAINABLE FOREST MANAGEMENT IN GHANA,Related to climate
Accountable Grant AG4751: WORKING WITH PRODUCERS IN CHINA TO DEMONSTRATE BEST PRACTICES IN THE RESPONSIBLE PROCUREMENT OF PRODUCTS CONTAINING WOOD OR PULP FROM ILLEGAL LOGGING HOTSPOTS,Related to climate
Accountable Grant AG4762: CAPACITY IN THE CONGO BASIN AND IMPLEMENTATION OF INDEPENDENT MONITORING OF FOREST LAW ENFORCEMENT AND GOVERNANCE (IMFLEG) IN THE REPUBLIC OF CONGO,Related to climate
Accountable Grant Ag4762: Engaging the TTF in Tackling Illegal Logging,Related to climate
Accountable Grant AG4807: GLOBAL ENERGY PARTNERSHIPS,Related to climate
Accountable Grant AG4990: DFID SUPPORT FOR A SENIOR SCIENTIST TO FOCUS ON CLIMATE CHANGE AND FORESTS AT CIFOR,Related to climate
Accountable Grant AG5041: DEVELOPMENT AND IMPLEMENTATION OF FOREST TRANSPARENCY INITIATIVE,Related to climate
Accountable Grant AG5060: FOREST GOVERNANCE AND MULTISTAKEHOLDER FORESTRY PROGRAMME,Related to climate
"Accountable Grant AG5065: ACCELERATING REFORMS IN FOREST TENURE AND GOVERNANCE TO MEET PRIORITY GLOBAL CHALLENGES : STRATEGIC ANALYSES, NARRATIVES AND NETWORKS TO ADVANCE LOCAL RIGHTS AND DEVELOPMENT",Related to climate
Accountable Grant AG5114: PROMOTING GOOD GOVERNANCE IN THE FOREST SECTOR,Related to climate
Accountable Grant Ag5175 Future Agricultures Consortium Phase 2 Gig RNRAT Funding,Related to climate
Accountable Grant Ag5175 Future Agricultures Consortium Phase 2 Red Funding,Related to climate
Accountable Grant for Evidencing Public Understanding of Climate Change to Enable Effective Action,Related to climate
Accountable Grant for India Mountain Initiative,Related to climate
Accountable Grant for Institute for Social and Environmental Transition - Risk and Vulnerability Assessments and Adaptation Planning,Related to climate
"Accountable Grant for The Asia Foundation on Improving Governance of land use, land use change and forestry in Indonesia",Related to climate
Accountable Grant for University of Oxford UKCIP ACCC Risk and Vulnerability Assessments and Adaptation Planning,Related to climate
Accountable Grant for World Resources Institute-Risk and Vulnerability Assessments and Adaptation Planning,Related to climate
Accountable Grant with Chatham House for Low Carbon Study -Understanding the energy needs of displaced people in developing countries,Related to climate
ACGF - Partnership fund with ADB to provide Technical Assistance Support,Related to climate
ACGF- Programme Funded Position for Monitoring Support to the Programme,Related to climate
Achieving Water Security in the Southern Agricultural Growth Corridor,Related to climate
ACPC PIP CEIL Peak calldown,Related to climate
Acted: Structural Damage Assessment and Housing Repairs in Haiti,Related to climate
Acted:Structural Damage Assessment and Housing Repairs in Haiti,Related to climate
"Acumen- TA, Research and Lean Data (SIIMA) (ICF)",Related to climate
Adapt Environmental and Climate Resilience in Sudan,Related to climate
Adaptation Action Coalition  - COP26 Locally-led Adaptation Action,Related to climate
Adaptation Action Coalition - AAC Disaster Risk Reduction,Related to climate
Adaptation Action Coalition - Secretariat and Locally-Led Adaptation,Related to climate
Adaptation Action Coalition - Sector Workstreams - Water,Related to climate
Adaptation for Smallholder Agricultural Programme (ASAP),Related to climate
Adaptation for Smallholder Agricultural Programme (ASAP)- Project Evaluation with DAI (contract) & World Bank Trust Fund,Related to climate
Adaptation Fund and Least Developed Countries Fund Climate and Environmental Appraisal,Related to climate
Adaptation Learning Programme (Alp),Related to climate
Adaptation Project under the Renewable Energy and Adaptation to Climate Technologies window of the Africa Enterprise Challenge Fund (Capital),Related to climate
Advice on DFID India climate mainstreaming,Related to climate
Africa Clean Energy Programme (ACE),Related to climate
Africa Climate Policy Centre (ACPC) / CLIM Dev-Africa Programme,Related to climate
Africa Disaster Risks Financing (ADRIFI),Related to climate
Africa Division funding to the African Agriculture Development Company (AgDevCo),Related to climate
Africa Enterprise Challenge Fund Research Into Business (AECF Rib),Related to climate
Africa Food Trade and Resilience programme,Related to climate
Africa Regional  International Climate Financing - Investment and Fund Management,Related to climate
Africa Regional Food Trade and Resilience Technical Unit in AGRA - International Climate Fund contribution,Related to climate
"Africa Regional ICF fund management support, M&E and gender",Related to climate
Africa Risk Capacity Insurance Company - funding to provide insurance to African countries at risk of drought,Related to climate
African Agriculture Technology ( AATF) Phase III (2015-2020) -Research,Related to climate
African Agriculture Technology ( AATF) Phase111 ( 2015-2020),Related to climate
African Agriculture Technology Foundation (AATF) Phase III (2015-2020),Related to climate
African Development Bank's Africa Water Facility,Related to climate
African Development Bank's Africa Water Facility - Consultancies,Related to climate
African Risk Capacity (ARC) - Establishing a Pan-African Disaster Risk Pool for Food Security,Related to climate
African Risk Capacity (ARC) Insurance Company - funding to to provide insurance to African countries at risk of drought,Related to climate
AG with IIED - Financing Climate Resilience,Related to climate
Ag4750 EU Forest Law Enforcement Process in Developing Countries,Related to climate
Ag5042: Supporting Forest Law Enforcement and Governance Reform in East Asia Through Monitoring Regional Trade Flows of Illicit Timber and Building Civil Society and Government Cooperation Networks,Related to climate
Ag5213- China & Vietnam: Important Centres of Global Forest Products Commodity Chains Leveraging Market Power to Transform International Forest Governance,Related to climate
AGMIP - Agricultural Model Inter-Comparison and Improvement Project,Related to climate
Agric Model Inter Comparison and Improvement Project,Related to climate
Agric Model Inter Comparison and Improvement Project - Agric Team Funding,Related to climate
Agric Model Inter Comparison and Improvement Project Research,Related to climate
Agricultural Growth Corridor in Tanzania - Road Programme (ICF),Related to climate
Agricultural Model Inter-Comparison and Improvement Project - International Crops Research Institute for the Semi-Arid Tropics,Related to climate
Agricultural Model Inter-Comparison and Improvement Project - International Crops Research Institute for the Semi-Arid Tropics Research,Related to climate
Agriculture Transformation in Ghana,Related to climate
An Accountable Grant with the International Forestry Resources and Institutions (IFRI) to deliver a method measuring the number of for the forest dependent people helped by the International Climate Fund,Related to climate
"Analysis of the risks to deliver Water, Sanitation and Hygiene results posed by Climate Change",Related to climate
Applied Research on Energy and Growth,Related to climate
Appraisal & Design for the Energy Programme,Related to climate
Appraisal and Design for Energy Efficiency amongst Indonesia's Small and Medium Enterprises,Related to climate
Appraisal and design inputs for the UK's Climate High-Level Investment Programme for Ethiopia (CHIP),Related to climate
Appraisal and Design of Promoting Low Carbon Development with Returnable Capital in Indonesia,Related to climate
Appraisal and Design of the Sustainable Urban Economic Development Programme in Kenya,Related to climate
ARCAN - Africa Regional Climate and Nature Programme,Related to climate
Arid Lands Support Programme,Related to climate
ARRCC - Contribution to World Bank Programme on Asia Resileince to Climate Change: supporting Research & Innovation activities  - CDEL - Research and Evidence Division,Related to climate
ASEAN Catalytic Green Finance Facility (ACGF),Related to climate
Ashden Awards - Sustainable Energy Women and Girls,Related to climate
Asia Development Bank research on transitions to e-mobility in the Asia-Pacific region (growth focus),Related to climate
Asia Energy Efficiency Accelerator,Related to climate
Asia Regional Resilience to a changing climate (ARRCC),Related to climate
Asia-Pacific Climate Resilience Platform (Appraisal and Design),Related to climate
Asian Climate Partners with Asian Development Bank,Related to climate
Assessing the Potential and Options for extension to the existing India – UK Energy Incubator Programme (post incubator support),Related to climate
Assessment of national institutional arrangements and coordination for  the Pilot Programme for Climate Resilience (PPCR),Related to climate
"Assessment of opportunities and barriers for private sector innovation, the highest impact and value for money options for public finance to accelerate action and investment from the private sector on disaster risk resilience and climate change adaptation",Related to climate
Assisting Public Institutions and Markets to Become Resilient to Effects of Climate Change in Tanzania ( AIM for Resilience),Related to climate
Audit of the Multi-Stakeholder Forestry Programme 2 in Indonesia -KEHATI,Related to climate
AVRDC - Support to the International Agriculture Research Centre programme,Related to climate
"Bangladesh Adaptation, Mitigation and Environment Project - ICF CDEL",Related to climate
Bangladesh Climate and Environment Programme (BCEP),Related to climate
Bangladesh RRNRP (ICF CDEL): Contribution to UNHCR for supplying cooking gas to Rohingya refugees.,Related to climate
Bangladesh RRNRP (ICF) - Contribution to UNHCR for supplying cooking gas to Rohingya refugees.,Related to climate
Bangladesh RRNRP (Objective 3): Supplying LPG cooking gas for Rohingya refugees in Bangladesh (Investment Climate Fund - ICF),Related to climate
Better Health in Bangladesh – TA Through UN Organisation (ICF),Related to climate
Bihar Agriculture Growth and Reform Initiative - ICF,Related to climate
Bihar Agriculture Growth and Reform Initiative (BAGRI),Related to climate
"Blended Finance Facility uses concessional & commercial finance to catalyse investment for pioneering, higher risk climate investments in sectors like clean technology, nascent adaptation & resilience solutions for growth in developing markets (ICF)",Related to climate
"Bo-Kenema Electricity Supply Rehabilitation, Sierra Leone (ICF CDEL)",Related to climate
Boosting the Indonesia's low carbon development initiatives through modelling evidence bases and supports on green economy transition (Low Carbon Development   2 - Interim phase),Related to climate
BRAC - International Climate Fund,Related to climate
Bridging Support between Multi-stakeholder Forestry Programme 2 and Multi-stakeholder Forestry Programme 3,Related to climate
BRILHO - Energy Africa Mozambique,Related to climate
BRILHO - Energy Africa Mozambique- Implementation,Related to climate
Bringing Energy to Off-Grid Households and Businesses in Mozambique,Related to climate
British International Investment Programme of Support (Core capital) in ODA eligible countries (ICF),Related to climate
"British Support for Infrastructure Projects uses blending grants to increase affordability of government loans for infrastructure, support delivery of high-quality public infra projects at sustainable rates & partner countries’ green transitions",Related to climate
British Support for Infrastructure Projects uses technical assistance to support partner governments (RDEL ICF),Related to climate
Build of database - Climatescope - Clean Energy Investment Index,Related to climate
"Building adaptation to climate change in health through resilient water, sanitation & hygiene",Related to climate
Building Capacity for natural resource management in West and Central Africa,Related to climate
"Building capacity of 791,318 people in Ethiopia to find transformational solutions to climate variability and disasters by climate forecasting, behavioural change & sharing skills & technology",Related to climate
Building Climate Resilience,Related to climate
Building Disaster Resilience in Pakistan,Related to climate
Building Long-Term Capacity to Mainstream Adaptation in Finance and Planning,Related to climate
Building Resilience and Adaptation to Climate Extremes and Disasters,Related to climate
Building Resilience and adapting to climate change in Malawi,Related to climate
Building Resilience and Addressing Vulnerability to Emergencies (BRAVE),Related to climate
Building Resilience in Ethiopia (BRE),Related to climate
Building Resilience in the Sahel through Adaptive Social Protection,Related to climate
Building Resilience in the Sahel through Adaptive Social Protection Fund - Social Protection component,Related to climate
"Building resilience of 250,000 vulnerable people in Mauritania through the diversification of sustainable livelihoods and the development of production systems adapted to climate change",Related to climate
"Building resilience of 500,000 people through agricultural and economic development and Disaster Risk Management in the central Zambezi valley of Mozambique",Related to climate
"Building resilience of 700,000 vulnerable people by ensuring readiness of Mali and Senegal's devolved governments to invest global and national climate finance in public goods to meet local priorities",Related to climate
Building Resilience Through Asset Creation and Enhancement II – South Sudan (ICF Programme),Related to climate
Building resilience to Climate extremes (Int Climate Fund) Rapid Response Funding,Related to climate
"Building resilience without borders in the Sahel: Supporting 900,000 vulnerable women, children and men in Burkina Faso, Mali and Niger to adapt to climate extremes",Related to climate
Building the capacity of the Caribbean Disaster Emergency Management Agency (CDEMA),Related to climate
"Building the resilience of 1,525,795 women, men and children in dry zone and coastal regions of Myanmar to floods, droughts and cyclones by protecting and strengthening their livelihoods and power",Related to climate
"Building the resilience of 1.7 million people across Burma to climate extremes: saving lives, protecting livelihoods, improving institutional coordination, and influencing national policy",Related to climate
"Building the resilience of 620,000 women, children and men in Burkina Faso to climate extremes and improving household food security and income",Related to climate
Building Urban Resilience to Climate Change in Tanzania,Related to climate
Burma Humanitarian Assistance and Resilience Programme,Related to climate
"By providing small scale water-harvesting and storage, flood protection etc, ASAP will benefit up to six million smallholder farmers (women and men) to help them adapt to climate change.”",Related to climate
CABI - Support to the International Research Centres Programme - ICF,Related to climate
Can insurance protect the poor?,Related to climate
Capacity Building for Frontline Players in Improving Forest Governance,Related to climate
Capacity Building for Frontline Players in Improving Forest Governance 2011,Related to climate
Capacity building in climate action - ICF RDEL (Multilateral),Related to climate
Capacity Building on Climate Change Modelling by Bangladesh University of Engineering and Technology,Related to climate
Capacity Development of Tanzania Meteorological Agency,Related to climate
Capacity Strengthening and Empowerment to Improve Forest Governance,Related to climate
Carbon Foundation of East Africa - Improved Cook Stoves,Related to climate
Carbon Market Finance for Africa,Related to climate
Carbon Market Finance for Africa (CMF-Africa),Related to climate
Care Adaptation Learning Programme,Related to climate
CARIAA - Collaborative Adaptation Research Initiative in Africa and Asia,Related to climate
"CARIAA - Collaborative Adaptation Research Initiative in Africa and Asia (Semi Arid, Low Lying Deltas, Glacier Dependent River Basins) Research ICF - International Climate Fund",Related to climate
"Caribbean Climate Change, Tourism and Livelihoods",Related to climate
Caribbean Comprehensive Disaster Management Harmonised Implementation Programme,Related to climate
Caribbean Regional Water Utilities Insurance Scheme,Related to climate
Caribbean Renewable Energy and Energy Efficiency Improvement Projects,Related to climate
CARIBSAVE Climate Change Risk Atlas: Phase 1,Related to climate
CASA - International Climate Fund,Related to climate
Cash Tranfers to Hunger Safety Net Programme Beneficiaries: International Climate Fund,Related to climate
"Catalytic Climate Action in Iraq - National Determined Contirbution , Energy, Water and Drought Management",Related to climate
"Catalytic Climate Action in Iraq: NDC, Energy, Water and Drought Management",Related to climate
CCG - Asia Development Bank research on transitions to e-mobility in the Asia-Pacific region (climate focus),Related to climate
CCG - Loughborough University research on systems and sector interactions for climate-compatible infrastructure investment (climate focus),Related to climate
CCG - Managed fund for research on climate compatible growth (climate focus),Related to climate
CCG - Research supporting multilateral and regional lending banks green infrastructure investment flows (climate focus),Related to climate
CCG - World Bank Mobility and Logistics Trust Fund research on the transport-energy nexus for sustainable mobility (climate focus),Related to climate
"CCG - World Bank research on urban transitions, climate economic models and disruptive technologies (climate focus)",Related to climate
CCMCC - Generating the evidence on the potential for climate change policy to be an incentive for collaboration rather than a driver of conflict.,Related to climate
CCMCC - Generating the evidence on the potential for climate change policy to be an incentive for collaboration rather than a driver of conflict. Research,Related to climate
CCMCC Promoting cooperation and avoiding conflict in managing the impacts of climate change,Related to climate
CDC 2015 Capital Increase ICF,Related to climate
CDEL ICF to Support Private Sector Fund of the Global Agriculture and Food Security Programme to mainstream climate change into the loans they make to private sector organisations for food security and agriculture projects in developing countries.,Related to climate
CDKN - Climate and Development Knowledge Network,Related to climate
Central African Forest Initiative (CAFI) - RDEL,Related to climate
Central Asia South Asia (CASA 1000) Electricity Transmission Project,Related to climate
Centre for Disaster Protection (CDP),Related to climate
Centre for Economic Policy Research (CEPR) - ICF Eligible expenditure,Related to climate
Centre for Energy Regulation at Indian Institute of Technology (Kanpur),Related to climate
"CGIAR - Climate Change, Agriculture and Food Security Consortium Research Programme (CCAFS)",Related to climate
CGIAR - Global Rice Science Partnership Consortium Research Programme (GRISP),Related to climate
"CGIAR 2017-22, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-22",Related to climate
Chinese Academy of Forestry Accountable Grant,Related to climate
Cities and Infrastructure for Growth (CIG) - Innovation & Investment Fund (I2F) Piloting innovative interventions that could attract large scale future investments. Capital spend subject to Departmental Expenditure Limits. ICF attributable.,Related to climate
Cities and Infrastructure for Growth (CIG) - Innovation & Investment Fund (I2F) Piloting innovative interventions that could attract large scale future investments. Resource spend subject to Departmental Expenditure Limits. ICF attributable.,Related to climate
Cities and Infrastructure for Growth (CIG) - International Climate Funds,Related to climate
"Cities and Infrastructure for Growth (CIG). Build the enabling environment for Investment into cities, energy, Infrastructure and Urban services for the poor in Uganda. RDEL ICF element.",Related to climate
"Cities and Infrastructure for Growth (CIG). Build the enabling environment for Investment into cities, energy, Infrastructure and Urban services for the poor in Zambia. RDEL ICF element.",Related to climate
"Cities and Infrastructure for Growth (CIG). Build the enabling environment for Investment into cities, energy, Infrastructure and Urban services for the poor. RDEL ICF element.",Related to climate
Cities Finance Facility,Related to climate
Civil Society Climate Change and Environment Fund,Related to climate
Civil Society Engagement in Governance Reforms in African High Forest,Related to climate
CLARE - AGMIP - Agricultural Model Inter-Comparison and Improvement Project,Related to climate
CLARE - CARIAA - Collaborative Adaptation Research Initiative in Africa and Asia,Related to climate
CLARE - CLimate And REsilience Framework Programme,Related to climate
CLARE - CREWS - Climate Risk and Early Warning System,Related to climate
CLARE - ESPA - Eco System Services for Poverty Alleviation,Related to climate
CLARE - Future Climate for Africa and Adaptation Research Alliance,Related to climate
CLARE - Humanitarian related specific flood and Early Warning and Risk Assessment advice.,Related to climate
CLARE - IDRC Scoping - CLimate And REsilience Framework Programme (CLARE),Related to climate
CLARE - MET Office - INHFL - International Natural Hazard Forward Look,Related to climate
CLARE - MET Office Climate Risk Reports,Related to climate
CLARE - MET Office Monthly Climate Outlook Service,Related to climate
CLARE - WISER - MET Office - Research and Evidence Divisions programme (CDEL) investment to improve weather early warning systems and inform better agriculture decisions Research,Related to climate
CLARE - WISER Extensions - Climate Research For Development (CR4D),Related to climate
Clean Bricks Initiative.  This component will promote improved energy efficiency and labour standards in Nepal's brick sector.  It will be delivered by the International Centre for Integrated Mountain Development (ICIMOD).,Related to climate
Clean cooking market transformation & behaviour change,Related to climate
Clean Energy Investment Index,Related to climate
Clean Energy Investment Index-Legal Advice,Related to climate
Climate Action for a Resilient Asia,Related to climate
Climate Action for Middle East and North Africa (CAMENA),Related to climate
Climate Action Plan Implementation,Related to climate
Climate Adaptation - Community Water & Renewable Energy Infrastructure & Early Warning Systems (EWS) - UNDP,Related to climate
Climate Adaptation and Resilience - Disaster Prevention and Preparedness,Related to climate
Climate Adaptation Water and Energy Infrastructure Programme,Related to climate
Climate Adaptation Water and Energy Infrastructure Programme (CAWEP),Related to climate
Climate Adaptation Water and Energy Programme Feasibility Study,Related to climate
Climate and Development Knowledge Network,Related to climate
Climate and Development Knowledge Network -Contribution of the Climate and Environment Group,Related to climate
CLimate And REsilience Framework Programme (CLARE),Related to climate
Climate Asia: Evidencing public understanding of climate change to enable effective action,Related to climate
Climate Change,Related to climate
Climate Change - Africa Enterprise Challenge Fund (AECF),Related to climate
Climate Change - Business Advocacy Fund (BAF),Related to climate
Climate Change - Climate Innovation Centre,Related to climate
Climate Change - Design and Appraisal,Related to climate
Climate Change - State University of New York (SUNY),Related to climate
Climate Change - Support to Arid and Semi Arid Lands (ASALs),Related to climate
Climate Change - Support to Non-State Actors through SIDA and PACT Kenya,Related to climate
Climate Change Accountable Grant,Related to climate
Climate Change Adaptation Africa Research,Related to climate
Climate Change Adaptation and Resilient Growth Planning,Related to climate
Climate Change Adaptation in Dry lands Project,Related to climate
Climate Change Adaptation in dry lands through capitalization of Climate Adaptation Fund,Related to climate
"Climate change adaptation policy work, audits and donor coordination, to manage fiduciary risk of financial aid, support Ministry of Forestry and Environment and support donor coordination mechanism in the sector",Related to climate
Climate Change and Environmental Governance Civil Society,Related to climate
Climate Change and Environmental Governance Coordination,Related to climate
Climate Change and Environmental Governance Policies and Plans Procurement of Services,Related to climate
Climate change funding,Related to climate
Climate Change Institutional Strengthening Programme,Related to climate
Climate Change Network - DFID Research Contribution,Related to climate
Climate Change Network - DFID Research Contribution Research,Related to climate
Climate Change Programme - Jolobayoo-O-Jibon,Related to climate
Climate Change Strategic Programme Review,Related to climate
Climate Change work with WHO,Related to climate
Climate Compatible Growth,Related to climate
Climate Development for Africa,Related to climate
Climate Development Knowledge Network,Related to climate
Climate element of the infrastucture and cities central facility,Related to climate
Climate Finance Adviser,Related to climate
Climate Finance and Policy (Technical Assistance) - RDEL,Related to climate
Climate Financing - ICF,Related to climate
Climate High-Level Investment Programme,Related to climate
Climate Learning Hub for Government Departments in Bangladesh,Related to climate
Climate Public Private Partnership Programme (CP3),Related to climate
"Climate Resilience and Mahatma Gandhi National Rural Employment Guarantee Act - Working in Odisha, Chattisgarh and Bihar",Related to climate
Climate Resilience Implementation Plan (IP) priority activities,Related to climate
Climate Resilience Infrastructure Development Facility CDEL Expenditure,Related to climate
Climate Resilient Infrastructure Development Facility (CRIDF) Phase 2,Related to climate
Climate Resilient Infrastructure Development Facility CDEL Expenditure,Related to climate
Climate Resilient Infrastructure Development Facility Plus - (CRIDF+),Related to climate
Climate Resilient Livelihoods through the NGO Consortium,Related to climate
Climate Resilient Livelihoods through UN Consortia (Construction),Related to climate
Climate Resilient Livelihoods through UN Consortium,Related to climate
Climate Resilient Solutions for Improving Water Governance,Related to climate
Climate Science - Hadley Centre,Related to climate
Climate Science Research Programme (CSRP),Related to climate
Climate Smart - Technical support for SADC Regional Vulnerability Assessment & Analysis (RVAA),Related to climate
"Climate Smart Agriculture - Implementation costs for the project's Results Facility, and Learning and Influencing components",Related to climate
Climate Smart Agriculture - Implementation costs for the projects Results Facility and Learning and Influencing components.,Related to climate
Climate Smart Agriculture in Africa,Related to climate
Climate Smart Agriculture Policy and Results Facility,Related to climate
Climate Smart Agriculture Policy and Results facility.,Related to climate
Climate smart and disaster resilient health care facilities in the Caribbean,Related to climate
Climate Smart Development for Nepal,Related to climate
Climate smart infrastructure,Related to climate
Climate Smart Jobs Programme,Related to climate
Climate smart land management and services,Related to climate
Climate Smart Market Systems Development and Uganda Innovation Climate Fund,Related to climate
Climate Technical Assistance Fund,Related to climate
Climate Vulnerability Index,Related to climate
Climate Water Adaptation Policy Component,Related to climate
Climatescope - Clean Energy Investment Index,Related to climate
ClimateSmart - Reducing Vulnerability Assessments - Technical Support,Related to climate
ClimateSmart - Regional Vulnerability Assessments and Analysis Strategic Plan,Related to climate
ClimateSmart - Scaling up mVAM remote data collection in Southern Africa,Related to climate
CLOSED - Appraisal and Design Activities for Forest Land Use and Governance in Indonesia Project,Related to climate
Closed component - Consultancy on the Climate Public Private Partnership (CP3),Related to climate
Closed component - Consultancy on the Design of the Climate Public Private Partnership (CP3),Related to climate
Closed component - Specialist Advice on the Climate Public Private Partnership (CP3),Related to climate
"CNTR 06 7230 Programme Facilitator, Forest Governance and Trade Programme",Related to climate
"CNTR 07 7749 Support of Forest Governance and Trade, Indonesia",Related to climate
"CNTR 07 7751 Support to Forest Governance and Trade for a Voluntary Partnership Agreement (VPA), Ghana",Related to climate
Co-Funding to the Regional Asia FLEGT Support Programme,Related to climate
"Co-ordinating, facilitating & tracking progress towards Sustainable Energy for All by 2030",Related to climate
Colombia Land Administration Support Multi-Donor Trust Fund ( RDEL ),Related to climate
Colombia Land Administration Support Multi-Donor Trust Fund (CDEL),Related to climate
"Colombia: Forests, Communities & Sustainable Growth (Territorios Forestales Sostenibles)",Related to climate
Combating Infectious Diseases of Livestock( CIDLID),Related to climate
Commercial Agriculture for Smallholders and Agribusiness,Related to climate
Community Based Disaster Risk Management,Related to climate
Community Disaster Risk Reduction Fund,Related to climate
"Community-based forest monitoring in support of community livelihoods, forest sector reforms and effective implementation of legal and voluntary standards on human rights, sustainable commodity production and climate protection",Related to climate
"Community-based mapping, legal capacity building and documentation of customary tenure and governance in the Congo Basin",Related to climate
Competitive Business Facility offering finance to businesses entering new and emerging solar markets in sub-Saharan Africa,Related to climate
"Compilation of case studies of adaptation to climate change primarily from using DFID funding within developing countries, as well as some examples from within the UK.",Related to climate
Component closed - Specialist legal support for CP3's partnership agreements to ensure value for money,Related to climate
Comprehensive Programme on Spatial Planning and Low Carbon Development in Papua,Related to climate
Conference on indigenous lands and biodiversity in Papua,Related to climate
CONGO - Improving Livelihoods and Land Use in Congo Basin Forests,Related to climate
Congo Basin Forest Fund -  Establishment of Fund,Related to climate
Congo Basin Forest Fund - Community Forest Mapping in the Congo Basin As a Means of Forest Protection,Related to climate
Congo Basin Forest Fund - Community Payments for Ecosystem Services (PES) in the Congo Basin: Design & Pilot Phase,Related to climate
Congo Basin Forest Fund - Programme Appraisal; Contingencies,Related to climate
Congo Basin Forest Fund - Regional Remote Sensing Satellite Camera,Related to climate
Congo Basin Forest Fund - Review & Appraisal of Transformative Rural Energy Interventions in the Congo Basin,Related to climate
"Congo Basin Forest Fund - Strengthening the Capacity of the DRC Ministry of Environment, Nature Conservation & Tourism",Related to climate
Congo Basin Forest Fund (CBFF) Start Up Programme,Related to climate
Consolidated WaSH Account for building capacity of government institutions for effective delivery of WaSH services – ICF RDEL,Related to climate
"Consolidated Water, Sanitation and Hygiene Account  for building capacity of government institutions for effective delivery of Water, Sanitation and Hygiene services – ICF for resource",Related to climate
"Consolidated Water, Sanitation and Hygiene Account for the construction of Water Supply and Sanitation facilities – ICF for capital",Related to climate
Consortium on Growth and High Volume Transport Research - ICF spend,Related to climate
"Construction costs for school based low carbon, climate adaptation and resiliance initiatives, including construction of climate sensitive learning spaces. E.g. solar panels",Related to climate
"Consultancy to respond to climate challenges;links between climate change and development, and contribute to development of appropriate climate change policies",Related to climate
Consultation and Communication Activities in the Areas of Illegal Logging and International Trade in Illegally Logged Timber 2009-2011,Related to climate
"Contribute towards the administrative costs of the Green Climate Fund, including costs of the Secretariat and Board of Trustees",Related to climate
Contribution to premium investments in hydro power generation,Related to climate
Contribution to the Environment Fund of United Nations Environment Programme (2011 onwards),Related to climate
"Contribution to the Green Climate Fund to support low-carbon, climate resilient growth in developing countries, including through the provision of loans and the creation or purchase of capital assets",Related to climate
Contribution to the United Nations Environment Programme,Related to climate
"Contribution to the World Bank Programme on Asia Resillence to Climate Change Trust Fund (PARCC) which aims to increase the resilience of countries in Asia to climate change through regional cooperation, innovation and capacity building",Related to climate
Contribution to the World Bank to Support Zimbabwe Reconstruction Fund (ZIMREF) Climate Activities,Related to climate
Contribution to United Nations Convention to Combat Desertication (2011 onwards),Related to climate
Convening the Systemic Resilience Forum for the Coalition for Climate Resilient Investment,Related to climate
Cooperation with China on Ensuring Trade in Legal Timber Products & Reducing Deforestation in Developing Countries (InFIT),Related to climate
COP26 Adaptation Communication and Last Mile NAP Support,Related to climate
COP26 Glasgow - Building a Climate Resilient Future Event,Related to climate
COP26 Glasgow – High-level Dialogues and Adaptation Ministerial,Related to climate
Core contribution and performance payments to the Global Green Growth Institute to provide policy advice to developing country governments on green growth,Related to climate
Core Funding for Asia Sustainable and Alternative Energy Programme,Related to climate
Core funding for Energy Sector Management Assistance Programme,Related to climate
core funding to biofortification(harvest plus),Related to climate
Cost extension to NCCSP phase 1,Related to climate
Costs for Geothermal Drilling Services for the 3rd Montserrat Geothermal Well,Related to climate
