iati_identifier,text,label
GB-1-201318-101,Contribution to UNICEF for the support to Child Health Week-Child Health Week,Not related to climate
GB-1-201873-101,Analysis of Impacts of EUS Export Refunds on Developing Countries Since 2003,Not related to climate
GB-1-201235,Phalombe Teacher Training College Construction,Not related to climate
GB-1-203346-101,World Food Programme Emergency Operation,Not related to climate
GB-GOV-1-300089-101,Support to Undisclosed NGO Partner for multi-sector work in Syria,Not related to climate
GB-1-205238-120,Representation on the Enhancing Financial Innovation & Access (EFInA) Board,Not related to climate
GB-1-204537,Humanitarian support to the Syria crisis through NGO Agency 4,Not related to climate
GB-1-202926-105,Enhanced Performance and Value for Money (EPVM) -Artemisinin Combination Therapy Watch 2 (ACT Watch 2) – Generating Evidence for Improved Case Management of Fever Project,Not related to climate
GB-1-204323-101,Appraisal and Design- Public Financial Management Programme,Not related to climate
GB-1-201021-102,Funding contribution to the Metropolitan Police Anti Corruption Unit,Not related to climate
GB-1-203375-105,Independent Monitoring & Evaluation,Not related to climate
GB-1-108192-101,PROCOFSERVICES and P0118 for Empowering Tribal Communities CSCF386,Not related to climate
GB-1-107402,Economic Empowerment of the Poorest,Not related to climate
GB-1-203640-110,Accountable Grant with West African Centre for Cell Biology of Infectious Pathogens (WACCBIP),Not related to climate
GB-1-203126,Macro-evaluation of the Strategic Vision for Girls and Women,Not related to climate
GB-1-204358-106,Pakistan Economic Corridors Programme - Public Private Partnership for infrastructure development in Punjab and Sindh,Not related to climate
GB-1-113855-101,PROCOFSERVICES and P0266 for Functional Review of Institutional design of Ministries,Not related to climate
GB-GOV-3-Frontline Diplomatic Enabling Activity-498,Frontline Diplomatic Enabling Activity in the Americas,Not related to climate
GB-1-109350,Taking Action Against HIV / AIDS in OTs,Not related to climate
GB-1-201324-103,Support to the Africa Competition Forum Design Phase MOU with International Development Research Centre,Not related to climate
GB-GOV-1-301148-104,Humanitarian assistance for conflict affected communities on Thai/Myanmar border,Not related to climate
GB-1-201767-101,"WFP Emergency Operations in Sudan, 2010.",Not related to climate
GB-1-104191-101,Procurement of Services  for Phase II Support to Nigerian Extractive Industries Transparency Initiative,Not related to climate
GB-GOV-3-PAM-GUA-000079,"Promoting ethics, anticorruption, transparency and social responsibility in Guatemala's business sector.",Not related to climate
GB-1-204007-141,Support to Humanitarian Agencies Responding to the Syria Crisis 67,Not related to climate
GB-1-200566-101,Accountable Grant for Oxfam,Not related to climate
GB-GOV-1-300956-101,Inclusive Governance Accelerator - Democratic Governance Platform,Not related to climate
GB-1-200873-102,Tajikistan Remote Geo-Hazards Capacity Building and Assessment Phase II,Not related to climate
GB-1-200271-103,Emergency Vital Medicines II Support for Zimbabwe,Not related to climate
GB-1-202035-104,UK Aid Direct Evaluation,Not related to climate
GB-1-114494-101,NONBUDSUPPFINAID and P0305 for Montserrat Tourism Development Project Phase II,Not related to climate
GB-1-204531-102,Old budget centre - do not use - Flexible funding mechanism for work opportunities for women.,Not related to climate
GB-GOV-1-300708-103,The Evidence Fund - Non Specific Country Research,Not related to climate
GB-1-114128-101,HUMANITASSISTANCE and P0139 for Support for OIE/FAO OFFLU,Not related to climate
GB-GOV-3-PIN-SPF-161704-MARSEC,Maritime Expertise to Somalia,Not related to climate
"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-PS","Human Rights, Democracy, and the Rule of Law in Occupied Palestinian Territories",Not related to climate
GB-1-103415-103,FLSTAP - Procurement of services,Not related to climate
GB-1-113839-108,Accountable Grant Ag5126 AAH Ca002,Not related to climate
GB-1-202731-102,Increasing access to primary education for vulnerable children in Sierra Leone - Triangulation of food commodities,Not related to climate
GB-1-205091-101,Somalia Rule of Law Programme (CSSF),Not related to climate
GB-GOV-1-300262-103,Operational costs of the OECD DAC Chair,Not related to climate
GB-GOV-1-300292-116,Anti-Corruption Metrics -  Develop the evidence base on how to measure and monitor trends in corruption as well as supporting  a better understanding of the political economy of corruption reporting,Not related to climate
GB-GOV-1-300369,Maintaining Essential Services After a Natural Disaster - MAINTAINS,Not related to climate
GB-1-202861,Commonwealth Scholarship and Fellowship Programme 2011/12 - 2016/17,Not related to climate
GB-1-203154-101,Education Programme in the Democratic Republic of Congo (DRC)/ Design phase,Not related to climate
GB-1-201254-102,UN Humanitarian Response Fund,Not related to climate
GB-1-202665,St Helena Budgetary Aid 2011/12,Not related to climate
GB-1-104187-104,FSDP: EFINA AG - Technical Advice to Government; Long & Short Term Consultancies; Research & Innovation Grant.,Not related to climate
GB-1-203939-116,CSSF Support,Not related to climate
GB-GOV-1-300231-102,Independent Monitoring & Evaluation,Not related to climate
GB-GOV-1-300397-101,Innovation component: testing what works for supporting people with disabilities and generating evidence of effectiveness,Not related to climate
GB-GOV-3-PPF-CHP-000175,Promoting the healthy development of emerging industries in China,Not related to climate
GB-GOV-3-Economic Security and Opportunity-PS,Economic Security and Opportunity in Occupied Palestinian Territories,Not related to climate
GB-GOV-3-PAM-TRP-CPF-000011,Caribbean Anti-Corruption and Financial Crime Prevention – Regional Initiative 2016/17,Not related to climate
GB-1-102596-101,MULTILATORGANISATION and P0010 for Essential Drugs in Africa,Not related to climate
GB-1-202678,Developing Effective Private Education - Nigeria (DEEPEN),Not related to climate
GB-1-202080-106,Support to the International Committee of Red Cross (ICRC) - water / sanitation,Not related to climate
GB-GOV-1-300648-117,Support to the International Council of Voluntary Agencies (ICVA) Community and Outreach Fund,Not related to climate
GB-1-205138-106,Reconstruction Field Office and monitoring,Not related to climate
GB-1-205268-109,Start Fund Bangladesh - Implementation,Not related to climate
GB-GOV-1-300255,Recovery Justice Programme in Sierra Leone,Not related to climate
GB-1-113609-103,Support to the Malawi Vulnerability Assessment Committee Phase II,Not related to climate
GB-GOV-1-300726-104,Enabling environment,Not related to climate
GB-1-113284-101,NOTFORPROFITORG and P0118 for Engage Civil Society in Criminal Law Reform CSCF410,Not related to climate
GB-GOV-3-PAM-ARB-000112,Supporting Argentina's efforts to tackle money-laundering,Not related to climate
GB-1-201381,"Sanitation, Hygiene and Water in Nigeria (Shawn) Project",Not related to climate
GB-GOV-3-PF-HEA-MY-921,Better Health Programme in Malaysia,Not related to climate
GB-1-201297-101,AsDB GCI V - 1St Instalment Due July 2010,Not related to climate
GB-1-102574-101,PROCOFSERVICES and P0007 for EISA Capacity Building Programme,Not related to climate
GB-1-203890,Geothermal Surface Developments,Not related to climate
GB-1-202814-101,Funding thematic analysis and advice by The Overseas Development Institute.,Not related to climate
GB-GOV-3-FDEA-ME-FY19/20,Frontline Diplomatic Enabling Activity in Montenegro,Not related to climate
GB-1-201629-109,Monitoring of Electronic Payment Pilot of the Livelihooh Empowerment Against Poverty Programme by Catholic Relief Services,Not related to climate
GB-1-200609-105,"Support to Water, Sanitation and Hygiene under School Sector Support Programme",Not related to climate
GB-1-106101-101,HUMANITASSISTANCE and P0034 for Crop Monitoring,Not related to climate
GB-1-203351,Support to Elections in Phase 2 of Yemen’s Transition,Not related to climate
GB-1-102342-101,Department of Political Affairs: Mediation Support Unit,Not related to climate
GB-GOV-1-301527,Supporting Afghanistan's Basic Services,Not related to climate
GB-1-203030,Support to the interim presidential election,Not related to climate
GB-GOV-1-301225-101,"Promoting production of high quality PPE in range of ODA eligible countries to increase resilience of supply chains and protect/create jobs, through a single donor IFC trust fund.",Not related to climate
GB-1-202946-101,Design and Appraisal for Somaliland Development Fund in Somaliland,Not related to climate
GB-1-202931-101,"Improving Statistics for Food Security, Sustainable Agriculture and Rural Development",Not related to climate
GB-1-113310-109,Support White Ribbon Alliance Bangladesh to Influence Policy & Strengthen Political Will to Achieve MDG5,Not related to climate
GB-1-203967-103,Support to Food and Agriculture Organisation for the recovery of agriculture-based livelihoods of vulnerable farmers affected by 2012 floods in Sindh and Baluchistan provinces in Pakistan,Not related to climate
GB-1-200778,Social Development Programme ACTIVTIES,Not related to climate
GB-1-200939-102,Growth and Investment Group (Gig)Growth Team (GT): Growth in a Carbon-Constrained Global Economy Research Study,Not related to climate
GB-1-204311,FIRST (phase III) - Financial Sector Reform and Strengthening Initiative,Not related to climate
GB-1-114143-101,Governance and Transparency Fund,Not related to climate
GB-GOV-3-Frontline Diplomatic Enabling Activity-MA,Frontline Diplomatic Enabling Activity in Morocco,Not related to climate
GB-1-203106-101,Growth in Rural Economy and Agriculture in Tajikistan-Joint Work with GIZ,Not related to climate
GB-GOV-1-300333-104,Contribution to Aid Transparency Index 2022,Not related to climate
GB-GOV-1-301168-114,"Vaccine Data CoLab Phase 2: Improving COVID-19 vaccine uptake, with a view to build resilient health systems for future shocks",Not related to climate
GB-GOV-3-PEU-BPF-160706,Improving the legal environment and business climate in Albania,Not related to climate
GB-GOV-3-PF-SEN-911003,Administrative costs of Prosperity Fund Low Carbon Energy Programme in South East Asia,Not related to climate
GB-1-203054,"Arab Partnership Economic Facility (APEF) - Support to World Bank/International Finance Corporation technical assistance to expand access to Micro, Small and Medium Sized Enterprise (MSMEs) finance in Middle East and North Africa (MENA).",Not related to climate
GB-1-202625-101,Marie Stopes International Programme Partnership Arrangement,Not related to climate
GB-1-113829,Progressio PPA,Not related to climate
GB-1-102345,SAFERWORLD Small Arms Light Weapons(SALW) & Arms Transfer Controls (TC),Not related to climate
GB-1-202820-101,Provision of thematic analysis by The Centre For Global Development.,Not related to climate
GB-1-113310-122,Bangladesh Youth Leadership Centre is going to organise a three day youth leadership summit in August 2016. The goal of this summit is to promote leadership and social harmony amongst Bangladesh’s leaders of tomorrow.,Not related to climate
GB-1-202882-104,Women Win: Building young women's leadership through sports programme,Not related to climate
GB-1-110182-101,PROCOFSERVICES and P0301 for Central Asia Regional HIV/AIDS Project (CARHAP),Not related to climate
GB-1-203400-108,Tak Tuberculosis Inititiative (TTBI),Not related to climate
GB-1-202328-107,Management costs for school construction,Not related to climate
GB-1-203024-103,Health: Toward Ending Female Genital Mutilation/Cutting in Africa and Beyond- Social Change Communication,Not related to climate
GB-1-205028-102,Accountable Grants issued to organisations for Nepal Earthquake Response 2015,Not related to climate
GB-GOV-1-301188-102,UK membership of the Donor Committee for Enterprise Development (DCED),Not related to climate
GB-1-202580-102,East and Southern Africa Staple Food Markets Programme,Not related to climate
GB-GOV-3-PAP-CNF-002244,Empowering civil society to challenge discrimination against people living with HIV and to reduce HIV infection rates,Not related to climate
GB-1-200581-102,Local consultants' cost of Global Knowledge on Climate Change Adapttion: Lessons from China Project,Not related to climate
GB-1-202946-103,"Somaliland Development Fund (SDF) Contribution to Public Sector Investment Capacity (Water, Roads, Environment)",Not related to climate
GB-1-201094-103,Stabilisation Support to Sub-Saharan Africa - Sudan,Not related to climate
GB-1-203238-101,Arab Partnership Economic Facility (APEF): Contributions to World Bank Multi Donor Trust Fund to support reforming countries in the Middle East and North Africa (MENA),Not related to climate
GB-GOV-3-PMN-BIPB-YMS-1715001,Promote effective monitoring of human rights in Yemen,Not related to climate
GB-GOV-3-FDEA-PS,Frontline Diplomatic Enabling Activity in Occupied Palestinian Territories,Not related to climate
GB-GOV-3-FDEA-UG,Frontline Diplomatic Enabling Activity in Uganda,Not related to climate
GB-1-108881-102,Accountable Grant CSCF0351: RAWALPINDI URBAN DEVELOPMENT PROGRAMME,Not related to climate
GB-1-102435,Humanitarian Accountability Partnership International (HAPI): Improving the quality of humanitarian projects.,Not related to climate
GB-1-205041,Uganda Urbanisation Programme,Not related to climate
GB-GOV-1-300921-101,Investment Capital (Non-International Climate Finance),Not related to climate
GB-GOV-1-400020-413,Judicial Reform in India,Not related to climate
GB-1-202568-102,African Labour Cost Research,Not related to climate
GB-GOV-1-400050,Mauritius Multi-Sector Development Programme (MMDP),Not related to climate
GB-GOV-3-Women and Girls-SD,Women and Girls in Sudan,Not related to climate
GB-GOV-3-PPF-SCOCHP-000020,Producing a Scoping Study to explore collaboration opportunities with China in developing a Fintech policy programme,Not related to climate
GB-1-113976-101,Accountable Grant AG5149 for Rights and Governance Challenge fund (Migrated data),Not related to climate
GB-1-201254-101,Support to UN FAO to Provide Livelihood Support and Strengthen Food Security Analysis in Gaza,Not related to climate
GB-1-200634-104,Responsible and Accountable Garment Sector Programme -  Advisory Committee Fees,Not related to climate
GB-1-203200-102,"Pakistan research mapping studies on education, political economy and public policy",Not related to climate
GB-1-204155-101,"Building Capacity to use Research Evidence in Ghana, Zimbabwe and South Africa (INASP) programme funds",Not related to climate
GB-1-203220,Human Rights Programme,Not related to climate
GB-GOV-1-300362,Asian Infrastructure Investment Bank (AIIB) UK Capital Investment,Not related to climate
GB-1-110863,Common Fund for Commodities,Not related to climate
GB-1-204766-105,GEC oversight programme funded costs,Not related to climate
GB-1-201645-101,Technical Assistance to Design of the Health Sector Development Programme (HSDP),Not related to climate
GB-GOV-3-PSA-SLC-161711,Sri Lanka Unites - Youth organisations engagement to work in diverse partnerships,Not related to climate
GB-1-203165-101,Strengthening the Jonglei Peace Process,Not related to climate
GB-1-203229-101,Other Bilateral Donor Support for Katalyst Phase-III,Not related to climate
GB-1-202606-101,Association for the Development of Education in Africa (ADEA),Not related to climate
GB-1-203820,Supporting Voice and Accountability and Transparency of public funds,Not related to climate
GB-1-107415,Enterprise Growth and Bank Modernisation,Not related to climate
GB-1-205184-104,UK contribution to the malaria match fund 2020-2022,Not related to climate
GB-GOV-1-301489-403,Hospital Leadership and Governance Capacity Building.,Not related to climate
GB-1-200967,Policies for Low Carbon Growth - Contract With ODI,Not related to climate
GB-1-205055-109,The Crown Prosecution Service - Supporting Criminal Justice and Law enforcement responses to organised Crime,Not related to climate
GB-1-114487-102,Support Towards Infrastructure on SSA II,Not related to climate
GB-1-105649-101,Support to the URA Procurement of Services,Not related to climate
GB-1-202749,Zoonoses and Emerging Livestock Systems: reducing the risk to livestock and people,Not related to climate
GB-1-203663-101,Partnership for supplies security - to support the Reproductive Health Supplies Coalition Secretariat,Not related to climate
GB-GOV-1-300380-101,Funding for the SHAPE Programme to Increase Access to Essential Health Commodities,Not related to climate
GB-1-103022-102,Water Hygiene and Sanitation Capacity Building Project,Not related to climate
GB-1-113857,Food and Agriculture Organisation (FAO) - Trade Policy,Not related to climate
GB-1-204722-104,"Verified results payments for DIB pilot project that will provide new and efficient physical rehabilitation (PR) services that will assist individuals living with disabilities in Mali, Nigeria and DRC to (re)gain mobility - Operational Activities",Not related to climate
GB-1-202831-106,Inter American Development Bank.  General Capital Increase IX. 5th Promissory note,Not related to climate
GB-1-202355-103,Bottled Water to Japan sourced regionally,Not related to climate
GB-1-204954-101,Support to Nutrition International,Not related to climate
GB-GOV-3-PPY-CHN-1545,Promoting the integration of health and care services for the elderly in China,Not related to climate
GB-1-108263-101,MULTILATORGANISATION and P0061 for Improving Maternal Health,Not related to climate
GB-GOV-1-301096-101,UK contribution uplift to Central Emergency Response Fund (CERF) - 2019 Humanitarian Needs,Not related to climate
GB-1-202851,Security Sector Development and Defence Transformation (SSDDT)- Phase II,Not related to climate
GB-1-202359,UN Joint Programme on Gender Equality and Women’s Empowerment,Not related to climate
GB-1-202765-108,Knowledge Partnership Programme,Not related to climate
GB-GOV-3-PSA-SLC-161704,"Promoting the empowerment of women in leadership roles in Maldives enabling the UK to help uphold principles of good governance, gender equality and universal human rights",Not related to climate
GB-1-201782-101,Disaster Risk Reduction Workshop,Not related to climate
GB-GOV-1-300616-108,"Enhancing effective development cooperation between the UK, Brazil and Sub-Saharan African partners",Not related to climate
GB-1-203742,Support Somaliland Development Corporation to stimulate private investment and trade in Somaliland,Not related to climate
GB-1-201959,EBRD Life in Transition Survey,Not related to climate
GB-1-114256,Strengthening Public Expenditure Management III Project in Bosnia and Herzegovina,Not related to climate
GB-1-110948-107,Haiti Debt Relief,Not related to climate
GB-1-105375-101,NONBUDSUPPFINAID and P0023 for Bus Env Strength Prog Tanz,Not related to climate
GB-1-104708-102,Accountable Grant CSCF0358: BUILDING THE CAPACITY OF DISADVANTAGED PEOPLE IN SIERRA LEONE TO ACCESS THEIR LIVELIHOODS,Not related to climate
GB-1-201716-101,OECD Anti-Corruption Network in Central Asia,Not related to climate
GB-1-114055-105,WINDLE Trust English Language Training,Not related to climate
GB-1-201604-101,WFP Regional Assistance in Niger and Chad Plus UNHAS Support,Not related to climate
GB-1-203383-104,Identifying entry points for accountability interventions in Somalia,Not related to climate
GB-GOV-3-Combatting Corruption-TJ,Combatting Corruption in Tajikistan,Not related to climate
GB-GOV-3-PHR-ZIH-021702,Promoting Participation in Elections in an ODA eligible country,Not related to climate
GB-1-200910-104,Oxfam West Africa Humanitarian Response Fund (WAHRF) Project,Not related to climate
GB-1-203245-101,production of guidance for DFID programme staff on prevention of violence against women and girls,Not related to climate
GB-GOV-1-300601-105,Public Financial Management,Not related to climate
GB-1-203487-101,Multi-donor mentoring women and young people in politics,Not related to climate
GB-1-202099-106,ICAI - It Services,Not related to climate
GB-1-114297-102,MOU: Sri Lanka; ICRC Ca001,Not related to climate
GB-GOV-3-PF-EDU-913,Administrative Costs of the Prosperity Fund Global Education Programme,Not related to climate
GB-1-201693-108,Technical Assistance to Office of National Security,Not related to climate
GB-1-113540,Foundation for Civil Society  Programme (FCSP),Not related to climate
GB-1-112076-101,PROCOFSERVICES and P0110 for DSA Policy and Practice Series,Not related to climate
GB-GOV-3-PAM-AS14-VEC-000001,Strengthen the Latin American Development Bank,Not related to climate
GB-1-109348,HIV/AIDS Support Prog,Not related to climate
GB-1-103418-102,Procurement of Goods for KESSP ( Kenya Education Sector Support Programme),Not related to climate
GB-GOV-1-300587-101,Implementation: Better Aid in Conflict (BAC): South Sudan,Not related to climate
GB-1-200146-104,Support to Civil Society and National PEACEBUILDING Effort,Not related to climate
GB-1-203508-103,Economic advocacy and knowledge development,Not related to climate
GB-1-204566,European Development Cooperation Strengthening Programme (EDCSP) Phase IV,Not related to climate
GB-GOV-1-301371-139,Women Mediators across the Commonwealth,Not related to climate
GB-1-107760-131,Accountable Grant for Joint Study to Assess Options for a Chinese Timber Leglality Verification Scheme,Not related to climate
GB-1-201730-101,ACPP: Support to the Coordination and Liaison Committee / Peace Agenda,Not related to climate
GB-1-200546-103,SARPAM Monitoring and Evaluation,Not related to climate
GB-1-202992-102,Procurement of Goods for Maternal and Newborn Child Health Programme,Not related to climate
GB-GOV-1-300690-101,Pre-appraisal and design consultancy for Inclusion Business Case,Not related to climate
GB-GOV-1-300351-113,Technical assistance support to the Technical Advisory Facility (TAF) for project preparation to help Private Infrastructure Development Group (PIDG) facilities to develop infrastructure projects,Not related to climate
GB-1-104709-102,Accountable Grant CSCF0374: LITERACY AND LIVELIHOODS TO EMPOWER YOUNG PEOPLE AND THEIR ORGANISATIONS,Not related to climate
GB-1-114341-101,PROCOFSERVICES and P0074 for Strategic Growth,Not related to climate
GB-1-204972,Humanitarian Response to Tropical Cyclone Pam in the Pacific Region,Not related to climate
GB-GOV-3-PPF-CLS-000002,Tackling climate change in Chile: design of an evaluation mechanism for demonstrating energy and greenhouse gas savings,Not related to climate
GB-GOV-3-Frontline Diplomatic Enabling Activity-298,Frontline Diplomatic Enabling Activity in Africa,Not related to climate
GB-1-204902-101,MOD Personnel,Not related to climate
GB-1-201627-101,General Budget Support 2010-2011,Not related to climate
GB-1-113731,Poverty Reduction and Growth Programme 2007-2010 (PRGO),Not related to climate
GB-1-204456-101,World Bank Programme for Results Support to Agriculture in Rwanda,Not related to climate
GB-1-113258,Red Cross Humanitarian & Recovery Programme,Not related to climate
GB-GOV-1-300358-126,University of San Diego (USD) - Peace in Our Cities at a Time of Pandemic,Not related to climate
GB-1-202721-104,Improving Reproductive Maternal and Newborn Health in Sierra Leone - Coordination,Not related to climate
GB-1-200267-102,Assistance to Flood Victims in Zambia,Not related to climate
GB-1-200994,Core Support to Nelson Mandela Foundation,Not related to climate
GB-GOV-3-FDEA-MY-FY19/20,Frontline Diplomatic Enabling Activity in Malaysia,Not related to climate
GB-1-114520-102,Support to Develop Migration Action Plan - World Bank  Technical Assistance,Not related to climate
GB-1-202869-107,Externally Financed Output agreement with World Bank for support technical activities and build capacity of the sub-national Government of Jharkhand for Agriculture and Rural Development activities in the state.,Not related to climate
GB-1-203986-106,Experience sharing arrangement between Ethiopian Revenue and Customs Authority and HMRC office,Not related to climate
GB-1-201078,Support to Private Sector Development in Kosovo,Not related to climate
GB-GOV-3-PAF-X-DGF-000008,Analysing scenarios for Ethiopia’s stability and development,Not related to climate
GB-1-205181-120,Prosperity Fund Admin Services,Not related to climate
GB-GOV-1-300715-101,Project Coordination Unit,Not related to climate
GB-1-201884-109,Applied Innovations - enhancing the use of sub-seasonal and seasonal forecasts (Reading - DAI),Not related to climate
GB-1-200010-104,European Report on Development ( ERD) 2009 Workshop Attendance,Not related to climate
GB-1-113797-101,Core contribution to the Inter-Governmental Group for Action Against Money Laudnering in West Africa,Not related to climate
GB-GOV-1-300825-102,Emergency Response Fund to Mozambique - WFP Food Assistance to Internally Displaced Persons in Cabo Delgado,Not related to climate
GB-1-203504-102,Independent Evaluation of the Demand Driven Impact Evaluations for Decisions (3DE) Pilot,Not related to climate
GB-1-203157-101,Reducing the cost of mobile-to-mobile technology to make essential appliances more affordable for poor people in developing countries,Not related to climate
GB-1-201655,ICRC 2010 Appeal for Burundi,Not related to climate
GB-1-203705-118,Rigorous literature review on the evidence of what works to improve learning in humanitarian crises,Not related to climate
GB-GOV-1-300978-102,Support to the International Committee of the Red Cross (ICRC),Not related to climate
GB-GOV-1-300527-105,Emergency Cash Transfer Programme,Not related to climate
GB-1-203659,Literature Review of the relationship between property rights and development,Not related to climate
GB-1-200527-101,MOU: Contribution To UNHCR For Somali Refugees In DADAAB,Not related to climate
GB-1-203343-101,Drug Procurement Design Phase in South Sudan,Not related to climate
GB-GOV-1-300889-105,Global Water Leadership - Support to UNICEF – Joint Monitoring Programme,Not related to climate
GB-1-102347,Human Rights Internet,Not related to climate
GB-1-204603-107,Third Party Monitoring of Multi Year Humanitarian Programme interventions 2016/17,Not related to climate
GB-GOV-1-301095-108,GMAP3E UNMAS Sudan MoU Component,Not related to climate
GB-1-110757,UNICEF Global Action For HIV And AIDS,Not related to climate
GB-1-202961,"Labour Force Survey of Kosovo, 2012",Not related to climate
GB-1-203545,DFID ESRC Joint Fund For Poverty Alleviation,Not related to climate
GB-1-114032,Organisation of a peace conference in support of the Amani Programme,Not related to climate
GB-1-204024-105,"Support to Government - National Cash Transfers, Benazir Income Support Programme [NOT IN USE]",Not related to climate
GB-1-202869-101,India: Infrastructure Loan Fund - TA (Design),Not related to climate
"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-ME","Human Rights, Democracy, and the Rule of Law in Montenegro",Not related to climate
GB-GOV-3-PPY-HLPP-1504,Strengthening Ghana's capital markets in order to generate economic development,Not related to climate
GB-1-203007,"Climate Change and Health Conference, Durban",Not related to climate
GB-1-203536-114,Community Health Planning Services - Management Costs,Not related to climate
GB-1-202486-108,Forensics Trainers,Not related to climate
GB-1-204938-101,"Support to the Global Eradication of Guinea Worm Disease Programme, led by the Carter Center in conjunction with WHO.",Not related to climate
GB-1-201698-101,Young Lives School-Based Component,Not related to climate
GB-1-204695-111,Education Commission: Research to improve understanding of Delivery Approaches and Units in Education Reform,Not related to climate
GB-1-202462-101,Health Sector Support Programme -  Sector Budget Support- 2012 -2016,Not related to climate
GB-GOV-1-301371-141,UN DPPA Mediation Support Unit,Not related to climate
GB-1-205238-117,Financial Sector Deepening South Africa (FinMarkTrust),Not related to climate
GB-1-103203-101,PROCOFSERVICES and P0044 for The Gambia: Financial Governance Programme,Not related to climate
GB-GOV-3-PPY-BRA-1502,Supporting energy efficiency improvements in Brazilian industry,Not related to climate
GB-GOV-3-FDEA-BO-FY19/20,Frontline Diplomatic Enabling Activity in Bolivia,Not related to climate
"GB-GOV-3-Human Rights, Democracy, and the Rule of Law-TN","Human Rights, Democracy, and the Rule of Law in Tunisia",Not related to climate
GB-1-200501-101,Ag With IIED for ECBI Workshop,Not related to climate
GB-1-202629-102,Support towards meeting the information and communication needs of people living in poverty with a particular emphasis on fragile states: Oversight of Evaluation of BBC Media Action Global Grant,Not related to climate
GB-GOV-3-PSA-SLC-161702,Strengthening the role of women in Maldivian society- This project will support capacity development for women by enhancing HfW's ability to deliver effective programmes.,Not related to climate
GB-1-201254,Support to Gaza Humanitarian Response and Early Recovery in the Occupied Palestinian Territories,Not related to climate
GB-1-202044,DFID-Bill and Melinda Gates Foundation (BMGF) Strategic Agricultural Research Collaboration Portfolio,Not related to climate
GB-GOV-1-300310-102,Programme funded staff,Not related to climate
GB-1-114455-101,PROCOFSERVICES and P0307 for Specialist support to public sector modernisation,Not related to climate
GB-1-102343-101,NOTFORPROFITORG and P0137 for Halo Trust Funding 2007-2010,Not related to climate
GB-GOV-1-301143-406,Syria Humanitarian Response Programme DRC Standby Partnership,Not related to climate
GB-1-203176-102,Supreme audit institution  core support,Not related to climate
GB-1-105271-102,"Accountable Grant AG4825: IRD PROJECT: HUMANITARIAN SUPPORT, DARFUR",Not related to climate
GB-GOV-1-300003-112,"Support to national level disaster resilience policy formulation and institutional development – (resource, non-climate finance)",Not related to climate
GB-GOV-3-PSA-IND-400002,Empowering the future foreign policy makers and opinion formers of India.,Not related to climate
GB-1-103368-102,Accountable Grant CSCF0401: ENHANCING DEMOCRATIC GOVERNANACE THROUGH CIVIL SOCIETY COALITIONS,Not related to climate
GB-1-203640-401,National Education Reform Secretariat - Reform Delivery Phase II,Not related to climate
GB-1-108737,Tax Admin Reform Project(TARP),Not related to climate
GB-1-200190,AFDB TCA Infrastructure Capacity Strengthening,Not related to climate
GB-1-113839-149,MOU: Burma; FAO Early Recovery Ca 033,Not related to climate
GB-1-203083-101,"The Special Programme of Research, Development and Research Training in Human Reproduction (HRP)",Not related to climate
GB-GOV-1-300161-103,Support to the implementation of a shock responsive Social Cash Transfer programme,Related to climate
GB-1-203445,Increasing sustainable access to water sanitation and hygiene in the Democratic Republic of Congo,Related to climate
GB-1-200658,Care Adaptation Learning Programme,Related to climate
GB-1-204984-110,"Climate change adaptation policy work, audits and donor coordination, to manage fiduciary risk of financial aid, support Ministry of Forestry and Environment and support donor coordination mechanism in the sector",Related to climate
GB-1-203153-103,East Africa Geothermal (Technical Assistance),Related to climate
GB-1-203998-103,Support for developer credit lines and capital support allowing for end user finance,Related to climate
GB-1-202762,Supporting Indian Trade and Investment for Africa,Related to climate
GB-1-201724-140,"Support to Forestry, Law, Enforcement, Governance and Trade Voluntary Partnership Agreement in the Republic of Congo",Related to climate
GB-1-201724-103,Forest Governance Markets and Climate -Approved but uncommitted funds 2011/12,Related to climate
GB-GOV-1-300421,UK-India Tech Start-up Fund,Related to climate
GB-1-200368-102,2nd Promissory Note - Environmental Transformation Fund,Related to climate
GB-GOV-1-300274-106,Management of funds for BEIS (Business Energy and Industrial Strategy Department)  Partnering for Accelerated Climate Transitio,Related to climate
GB-1-202571-105,CDEL ICF to Support Private Sector Fund of the Global Agriculture and Food Security Programme to mainstream climate change into the loans they make to private sector organisations for food security and agriculture projects in developing countries.,Related to climate
GB-1-112080,Equity of Energy Access Research Programme Consortium,Related to climate
GB-GOV-1-300363-101,Technical Assistance (TA) to Government of Ethiopia,Related to climate
GB-1-204656,Building Urban Resilience to Climate Change in Tanzania,Related to climate
GB-GOV-1-300826-102,Propcom+: Strategic Response Fund to Support Initiatives for Main Programme Delivery,Related to climate
GB-1-203363,Education Quality Improvement Programme – Tanzania (EQUIP-T),Related to climate
GB-1-204471,UK Support to Access to Finance Rwanda (AFR) Phase II Operations (2016-2020),Related to climate
GB-1-202832-107,Baseline Data and Base Map Development Assistance and Institutionalisation of Cadastral Mapping in the Province of Papua,Related to climate
GB-1-204477-102,Non-Budget Support Financial Aid to the Government of Rwanda in support of social protection programme (% climate finance),Related to climate
GB-1-200823-101,Climate Science - Hadley Centre,Related to climate
